,sno.,anime_id,name,genre,type,episodes,rating,members
56,2657,1564,Pokemon Advanced Generation,"Action, Adventure, Comedy, Fantasy, Kids",TV,192,7.2,67386
57,2658,592,PopoloCrois,"Adventure, Fantasy",TV,26,7.2,1065
58,2659,31919,PriPara Movie: Mi~nna no Akogareâ™ª Let&#039;s Goâ˜†Prix Paris,"Music, School, Shoujo, Slice of Life",Movie,1,7.2,502
59,2660,32094,Reikenzan: Hoshikuzu-tachi no Utage,"Comedy, Fantasy, Magic",TV,12,7.2,30153
60,2661,20047,Sakura Trick,"Comedy, Romance, School, Seinen, Shoujo Ai, Slice of Life",TV,12,7.2,108011
61,2662,478,Sousei no Aquarion,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",TV,26,7.2,46647
62,2663,2452,Space Adventure Cobra,"Action, Adventure, Sci-Fi, Space",Movie,1,7.2,3586
63,2664,8986,Supernatural The Animation,"Action, Demons, Horror, Supernatural",OVA,22,7.2,18528
64,2665,23587,The iDOLM@STER Cinderella Girls,"Comedy, Drama, Music",TV,13,7.2,33042
65,2666,20035,Toaru Majutsu no Index: Endymion no Kiseki Special,"Action, Magic, Sci-Fi, Super Power",Special,1,7.2,11241
66,2667,1555,Tokimeki Memorial: Only Love,"Comedy, Harem, Romance, School",TV,25,7.2,24691
67,2668,2331,Uchuu Densetsu Ulysses 31,"Action, Adventure, Sci-Fi, Space",TV,26,7.2,2297
68,2669,3446,Biohazard: Degeneration,"Action, Horror, Sci-Fi",Movie,1,7.19,20172
69,2670,568,Bubblegum Crisis Tokyo 2040,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.19,20079
70,2671,831,Chicchana Yukitsukai Sugar,"Comedy, Fantasy, Slice of Life",TV,24,7.19,14955
71,2672,2354,Devilman: Tanjou-hen,"Demons, Horror, Sci-Fi, Supernatural",OVA,1,7.19,7171
72,2673,1796,Dirty Pair: The Movie,"Adventure, Comedy, Police, Sci-Fi",Movie,1,7.19,3227
73,2674,393,Escaflowne,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo",Movie,1,7.19,37379
74,2675,6959,GA: Geijutsuka Art Design Class OVA,"Comedy, School, Seinen, Slice of Life",OVA,1,7.19,3284
75,2676,28539,Garo Movie: Divine Flame,"Action, Demons, Fantasy, Magic, Supernatural",Movie,1,7.18,7179
76,2677,3447,Ghost in the Shell: Stand Alone Complex - Solid State Society - Uchikoma no Hibi,"Comedy, Mecha, Sci-Fi",Special,1,7.19,8937
77,2678,23619,Haiyore! Nyaruko-san W OVA,"Comedy, Ecchi, Parody",OVA,1,7.19,14585
78,2679,2998,Hi no Tori: Uchuu-hen,"Drama, Fantasy, Sci-Fi",OVA,1,7.19,1158
79,2680,6909,Jungle Taitei: Yuuki ga Mirai wo Kaeru,Adventure,Special,1,7.19,1163
80,2681,1864,Koisuru Tenshi Angelique: Kagayaki no Ashita,"Drama, Fantasy, Harem, Romance, Shoujo",TV,12,7.19,5827
81,2682,1261,Kyattou Ninden Teyandee,"Action, Comedy, Mecha, Sci-Fi, Shounen, Super Power",TV,54,7.19,7112
82,2683,149,Loveless,"Action, Drama, Fantasy, Mystery, Romance, Shoujo, Shounen Ai, Supernatural",TV,12,7.19,85554
83,2684,33299,Magic-Kyun! Renaissance,"Magic, Music, Romance, School",TV,13,7.19,12095
84,2685,2931,Mokke,"Mystery, Slice of Life, Supernatural",TV,24,7.19,8362
85,2686,30016,Nanbaka,"Action, Comedy, Drama",TV,13,7.19,57325
86,2687,350,Ojamajo Doremi,"Comedy, Magic",TV,51,7.19,19222
87,2688,6324,Omamori Himari,"Action, Comedy, Demons, Ecchi, Harem, Romance, Supernatural",TV,12,7.19,119572
88,2689,5279,Sekirei: Hajimete no Otsukai,Comedy,Special,1,7.19,32430
89,2690,12709,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,Comedy,Special,3,7.19,3692
90,2691,7144,Uchuu Senkan Yamato: Fukkatsu-hen,"Action, Adventure, Drama, Military, Space",Movie,1,7.19,2005
91,2692,3614,Yakushiji Ryouko no Kaiki Jikenbo,"Mystery, Police, Supernatural",TV,13,7.19,11002
92,2693,754,Yuki no Joou,"Adventure, Drama, Fantasy",TV,36,7.19,2228
93,2694,26165,Yuri Kuma Arashi,"Drama, Fantasy, Psychological, School, Seinen, Shoujo Ai",TV,12,7.19,48549
94,2695,3354,Zombie-Loan Specials,"Action, Shounen, Supernatural",Special,2,7.19,22182
95,2696,493,Armitage III: Poly-Matrix,"Action, Adventure, Mecha, Military, Police, Romance, Sci-Fi",Movie,1,7.18,9186
96,2697,7817,B Gata H Kei,"Comedy, Ecchi, Romance, School, Seinen",TV,12,7.18,192719
97,2698,33080,Brotherhood: Final Fantasy XV,Action,ONA,5,7.18,29445
98,2699,5032,Cobra The Animation,"Action, Adventure, Sci-Fi, Space",TV,13,7.18,4361
99,2700,2907,Cyborg Kuro-chan,"Comedy, Sci-Fi",TV,66,7.18,3188
100,2701,2651,Doraemon: Doraemon Comes Back (Movie),"Comedy, Fantasy, Kids",Movie,1,7.18,672
101,2702,5197,Dragon League,"Adventure, Comedy, Fantasy, Shounen, Sports",TV,39,7.18,558
102,2703,32801,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,"Action, Adventure, Comedy, Fantasy, Romance",OVA,1,7.18,23370
103,2704,26057,Fate/kaleid liner Prismaâ˜†Illya 2wei! OVA,"Comedy, Ecchi, Fantasy, Magic",OVA,1,7.18,14351
104,2705,1829,Gedo Senki,"Adventure, Fantasy, Magic",Movie,1,7.18,59243
105,2706,6867,Halo Legends,"Action, Drama, Military, Sci-Fi",ONA,9,7.18,21190
106,2707,23083,Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.18,1332
107,2708,247,Harukanaru Toki no Naka de: Hachiyou Shou,"Demons, Fantasy, Historical, Magic, Shoujo, Supernatural",TV,26,7.18,14550
108,2709,8206,Hime Chen! Otogi Chikku Idol Lilpri,"Magic, Shoujo",TV,51,7.18,6118
109,2710,3027,Hokuto no Ken: Yuria-den,"Action, Adventure, Drama, Martial Arts",OVA,1,7.18,3713
110,2711,606,Kazemakase Tsukikage Ran,"Adventure, Comedy, Historical, Martial Arts, Samurai",TV,13,7.18,7893
111,2712,2077,Kindaichi Shounen no Jikenbo,"Mystery, School, Shounen",Movie,1,7.18,1641
112,2713,2797,Koukou Tekken-den Tough,"Action, Martial Arts, Shounen",OVA,3,7.18,2398
113,2714,6379,Kyou no 5 no 2 (TV): Takarabako,"Comedy, Ecchi, School, Seinen",OVA,1,7.18,5553
114,2715,7066,Mahoromatic: I&#039;m Home!,"Comedy, Ecchi, Romance, Sci-Fi",Special,2,7.18,5760
115,2716,604,Mahou no Stage Fancy Lala,"Comedy, Drama, Magic, Music, Romance, Shoujo",TV,26,7.18,5991
116,2717,2044,Mahou no Tenshi Creamy Mami,"Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo",TV,52,7.18,5112
117,2718,5030,Mariaâ€ Holic,"Comedy, Parody, School, Shoujo Ai",TV,12,7.18,104663
118,2719,1110,Mermaid Melody Pichi Pichi Pitch Pure,"Adventure, Comedy, Magic, Romance, Shoujo",TV,39,7.18,19311
119,2720,2279,Nagagutsu wo Haita Neko,"Adventure, Fantasy, Kids",Movie,1,7.18,1804
120,2721,3059,Ninja Senshi Tobikage,"Adventure, Mecha, Sci-Fi, Shounen, Space",TV,43,7.18,1941
121,2722,1199,Nintama Rantarou,"Comedy, Shounen",TV,Unknown,7.18,2255
122,2723,32603,Okusama ga Seitokaichou!+!,"Comedy, Ecchi, Romance, School, Shounen",TV,12,7.17,37570
123,2724,461,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.18,36558
124,2725,1569,Otome wa Boku ni Koishiteru,"Comedy, Drama, Romance, School",TV,12,7.18,42190
125,2726,11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.18,5158
126,2727,34514,Pokemon Generations,"Action, Adventure, Fantasy, Game, Kids",ONA,18,7.21,295
127,2728,2369,Rental Magica,"Fantasy, Mystery, Supernatural",TV,24,7.18,39806
128,2729,20973,Sekai Seifuku: Bouryaku no Zvezda,"Action, Comedy, Fantasy",TV,12,7.18,67877
129,2730,938,Shin Getter Robo tai Neo Getter Robo,"Action, Mecha, Sci-Fi, Shounen",OVA,4,7.18,2339
130,2731,3138,Solty Rei Special,"Comedy, Drama",Special,1,7.18,2641
131,2732,6098,Sora no Manimani,"Comedy, Romance, School, Slice of Life",TV,12,7.18,28652
132,2733,10351,Tenchi Muyou! Ryououki 2nd Season Picture Drama,"Comedy, Sci-Fi, Shounen, Space",Special,1,7.18,3626
133,2734,448,Tenjou Tenge: The Ultimate Fight,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",OVA,2,7.18,29039
134,2735,7654,Tokyo Magnitude 8.0 Recap,Drama,Special,1,7.18,4257
135,2736,2470,Uchuu Kaizoku Captain Harlock: Arcadia-gou no Nazo,"Action, Adventure, Drama, Sci-Fi, Space",Movie,1,7.18,2579
136,2737,21439,Uta noâ˜†Prince-samaâ™ª Maji Love Revolutions,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,7.18,27997
137,2738,3486,Yuusha Tokkyuu Might Gaine,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,47,7.18,1021
138,2739,32717,Aikatsu Stars!,"Music, School, Shoujo, Slice of Life",TV,Unknown,7.17,4485
139,2740,31080,Anne Happyâ™ª,"Comedy, School, Slice of Life",TV,12,7.17,32040
140,2741,284,Area 88 (TV),"Action, Drama, Military, Romance, Shounen",TV,12,7.17,7563
141,2742,286,B&#039;T X,"Adventure, Mecha, Sci-Fi, Shounen",TV,25,7.17,5913
142,2743,23237,Chuunibyou demo Koi ga Shitai! Ren Specials,Comedy,Special,7,7.17,20337
143,2744,6217,Crayon Shin-chan Movie 03: Unkokusai no Yabou,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.17,1617
144,2745,992,Dual Parallel! Trouble Adventures,"Action, Comedy, Harem, Mecha, Sci-Fi, Shounen",TV,13,7.17,10636
145,2746,19067,Future Card Buddyfight,Game,TV,64,7.17,3417
146,2747,2815,Geragera Boes Monogatari,"Comedy, Kids",TV,52,7.17,869
147,2748,2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,"Comedy, Ecchi, Magic, Romance, Supernatural",Movie,1,7.17,13115
148,2749,5978,Kannagi: Moshimo Kannagi ga Attara...,"Comedy, School, Shounen, Supernatural",Special,1,7.17,22155
149,2750,3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,"Drama, Historical",TV,52,7.17,1414
150,2751,17741,Kimi no Iru Machi,"Drama, Romance, Slice of Life",TV,12,7.17,63418
151,2752,1436,Lupin III: Twilight Gemini no Himitsu,"Action, Adventure, Comedy, Shounen",Special,1,7.17,3493
152,2753,252,Madlax,"Drama, Magic, Military, Mystery, Psychological, Shounen, Supernatural",TV,26,7.17,25995
153,2754,10690,Magic Tree House,"Adventure, Magic",Movie,1,7.17,3433
154,2755,4997,Mahoromatic 2 End Year Special,"Comedy, Ecchi, Military, Romance, Sci-Fi",Special,1,7.17,4236
155,2756,33003,Mahou Shoujo Ikusei Keikaku,"Action, Fantasy, Supernatural, Thriller",TV,12,7.17,46024
156,2757,442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural",Movie,1,7.17,120571
157,2758,31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,"Comedy, Ecchi, Game, Romance, School",TV,12,7.17,137102
158,2759,10302,Pokemon Diamond &amp; Pearl Specials,"Action, Comedy, Fantasy, Kids",Special,2,7.17,5913
159,2760,11569,Precure All Stars DX the Dance Liveâ™¥: Miracle Dance Stage e Youkoso,"Fantasy, Magic, Music, Shoujo",OVA,1,7.17,1057
160,2761,33713,Seihou Bukyou Outlaw Star Specials,"Action, Adventure, Comedy, Ecchi, Sci-Fi",Special,2,7.16,1509
161,2762,17391,Senyuu. Specials,"Action, Comedy, Fantasy, Shounen",Special,4,7.17,10194
162,2763,27441,Show By Rock!!,"Comedy, Music",TV,12,7.17,32061
163,2764,32038,Show By Rock!! #,"Comedy, Music",TV,12,7.17,8964
164,2765,2586,Soukou Kihei Votoms: Kakuyaku taru Itan,"Drama, Mecha, Military, Sci-Fi",OVA,5,7.17,1761
165,2766,1602,Soukou no Strain,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space",TV,13,7.17,14925
166,2767,2011,Taiho Shichau zo Special,"Action, Comedy, Police, Shounen",TV,20,7.17,2856
167,2768,6312,Taiho Shichau zo: Full Throttle Special,"Action, Adventure, Comedy, Police",Special,1,7.17,1536
168,2769,3137,Tsurikichi Sanpei,"Adventure, Sports",TV,109,7.17,1650
169,2770,1922,Urusei Yatsura Movie 3: Remember My Love,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.17,2897
170,2771,30419,"Wake Up, Girls! Beyond the Bottom","Drama, Music",Movie,1,7.18,2555
171,2772,548,Wonderful Days,"Action, Drama, Romance, Sci-Fi",Movie,1,7.17,23422
172,2773,31588,All Out!!,"School, Seinen, Sports",TV,25,7.16,35461
173,2774,7152,Anyamal Tantei Kiruminzoo,"Comedy, Magic, Shoujo",TV,50,7.16,3605
174,2775,1051,Ao no 6-gou,"Action, Adventure, Mecha, Military, Sci-Fi",OVA,4,7.16,29487
175,2776,1554,Asatte no Houkou.,"Drama, Supernatural",TV,12,7.16,16909
176,2777,751,Bomberman Jetters,"Action, Adventure, Comedy, Mystery, Sci-Fi, Shounen",TV,52,7.16,1876
177,2778,34077,Cardfight!! Vanguard G: Next,"Action, Game, Shounen",TV,Unknown,7.16,1363
178,2779,3432,Chou Mashin Eiyuuden Wataru,"Action, Adventure, Comedy, Mecha",TV,51,7.16,615
179,2780,30383,Classroomâ˜†Crisis,"School, Sci-Fi",TV,13,7.16,55977
180,2781,2913,Daisougen no Chiisana Tenshi: Bush Baby,"Adventure, Drama",TV,40,7.16,889
181,2782,3033,Digimon Tamers: Bousou Digimon Tokkyuu,"Adventure, Comedy, Sci-Fi, Shounen",Movie,1,7.16,14037
182,2783,1803,Dirty Pair: Lovely Angels yori Ai wo Komete,"Action, Adventure, Comedy, Police, Sci-Fi",OVA,2,7.16,2038
183,2784,16385,Dog Days&#039;&#039;,"Action, Adventure, Fantasy, Magic",TV,12,7.16,34576
184,2785,1045,Elf wo Karu Mono-tachi,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen",TV,12,7.16,13581
185,2786,5267,Gamba no Bouken,"Adventure, Kids",TV,26,7.16,790
186,2787,4476,Gensoumaden Saiyuuki: Kibou no Zaika,"Adventure, Fantasy",OVA,1,7.16,2557
187,2788,3327,Giant Gorg,"Adventure, Mecha, Sci-Fi",TV,26,7.16,1300
188,2789,9723,Hakuouki Hekketsuroku Episode 0,"Action, Drama, Harem, Historical, Josei, Samurai, Supernatural, Vampire",Special,1,7.16,8025
189,2790,1592,Hataraki Man,"Comedy, Drama, Romance, Seinen, Slice of Life",TV,11,7.16,13681
190,2791,7728,Hellsing: Psalm of Darkness,"Action, Seinen, Supernatural, Vampire",Special,1,7.16,15097
191,2792,20673,Hinata no Aoshigure,"Adventure, Fantasy, Romance",Movie,1,7.16,6970
192,2793,1025,Kachou Ouji,"Adventure, Comedy, Music, Sci-Fi, Slice of Life",TV,13,7.16,16111
193,2794,2130,Kaibutsu Oujo,"Action, Comedy, Horror, Shounen, Supernatural, Vampire",TV,25,7.16,44825
194,2795,33511,Koro-sensei Q!,"Comedy, Shounen",Movie,1,7.14,13657
195,2796,1434,Lupin III: Harimao no Zaihou wo Oe!!,"Action, Adventure, Comedy, Shounen",Special,1,7.16,3057
196,2797,8097,Lupin III: The Last Job,"Adventure, Comedy, Shounen",Special,1,7.16,2685
197,2798,8666,Mazinkaiser SKL,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,3,7.16,6941
198,2799,620,Mermaid Forest,"Drama, Fantasy, Horror, Mystery",TV,13,7.16,14073
199,2800,7308,Mirai Shounen Conan (Movie),"Adventure, Drama, Sci-Fi",Movie,1,7.16,917
200,2801,2298,Mobile Suit Gundam Seed: After-Phase Between the Stars,"Action, Drama, Mecha, Sci-Fi",Special,1,7.16,9594
201,2802,1688,Nanatsu-iroâ˜…Drops,"Magic, Romance, School",TV,12,7.16,16604
202,2803,1209,Nasu: Andalusia no Natsu,"Action, Seinen, Sports",Movie,1,7.16,4545
203,2804,2489,Onegai My Melody,"Comedy, Fantasy, Magic",TV,52,7.16,3633
204,2805,10108,Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary,Comedy,Special,16,7.16,14917
205,2806,24211,Orenchi no Furo Jijou,"Comedy, Fantasy, Shoujo",TV,13,7.15,47157
206,2807,325,Peach Girl,"Drama, Romance, Shoujo, Slice of Life",TV,25,7.16,49508
207,2808,1118,Pokemon: Kesshoutou no Teiou Entei,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.16,73253
208,2809,23285,Poulette no Isu,"Comedy, Kids, Slice of Life",ONA,1,7.16,3675
209,2810,907,Princess Princess,"Comedy, School, Shoujo",TV,12,7.16,38778
210,2811,23135,PriPara,"Music, School, Shoujo, Slice of Life",TV,Unknown,7.17,7680
211,2812,28617,Punch Line,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",TV,12,7.16,93000
212,2813,758,RahXephon: Pluralitas Concentio,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",Movie,1,7.16,10524
213,2814,151,Re: Cutie Honey,"Action, Comedy, Ecchi, Sci-Fi, Shoujo Ai",OVA,3,7.16,10378
214,2815,917,Riding Bean,"Action, Cars, Police, Seinen",OVA,1,7.16,6547
215,2816,22663,Seiken Tsukai no World Break,"Action, Fantasy, Harem, Romance, School, Supernatural",TV,12,7.16,97401
216,2817,6974,Seikimatsu Occult Gakuin,"Comedy, Mystery, School, Sci-Fi, Supernatural",TV,13,7.16,65021
217,2818,4021,Seiyou Kottou Yougashiten: Antique,"Comedy, Shoujo, Shounen Ai",TV,12,7.16,21937
218,2819,5220,Shangri-La,"Action, Drama, Sci-Fi",TV,24,7.16,38495
219,2820,29027,Shinmai Maou no Testament OVA,"Action, Demons, Ecchi, Fantasy, Harem, Romance",OVA,1,7.16,33466
220,2821,10775,SKET Dance: Demystifying Special,"School, Shounen",Special,1,7.16,3276
221,2822,2170,Sousei no Aquarion OVA,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",OVA,2,7.16,7691
222,2823,876,Street Fighter II V,"Adventure, Drama, Mystery, Shounen",TV,29,7.16,14002
223,2824,760,Tenjou Tenge: The Past Chapter,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",Movie,1,7.16,15718
224,2825,31370,Tonkatsu DJ Agetarou,"Comedy, Music, Shounen",TV,12,7.16,6342
225,2826,343,Tsukuyomi: Moon Phase,"Comedy, Fantasy, Romance, Seinen, Vampire",TV,25,7.16,44874
226,2827,2300,Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,"Action, Mecha, Sci-Fi, Shounen",OVA,1,7.16,2432
227,2828,20449,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru","Comedy, School, Slice of Life",OVA,1,7.16,39779
228,2829,27655,Aldnoah.Zero 2nd Season,"Action, Mecha, Sci-Fi, Space",TV,12,7.15,149364
229,2830,9346,Battle Spirits: Brave,"Action, Shounen",TV,50,7.15,1337
230,2831,17677,Buki yo Saraba,"Action, Drama, Sci-Fi",Movie,1,7.15,5078
231,2832,16157,Choujigen Game Neptune The Animation,"Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural",TV,12,7.15,71901
232,2833,3745,Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.15,2073
233,2834,291,D.C.S.S: Da Capo Second Season,"Comedy, Drama, Harem, Romance, Supernatural",TV,26,7.15,23364
234,2835,29437,Detective Conan: Happy New Year Special,"Action, Comedy, Mystery, Police, Shounen",Special,1,7.15,1202
235,2836,1726,Devil May Cry,"Action, Demons, Fantasy",TV,12,7.15,166398
236,2837,2652,Doraemon: The Day When I Was Born,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.15,645
237,2838,2950,Doubutsu no Mori,"Kids, Slice of Life",Movie,1,7.15,12051
238,2839,2819,Dragon Quest: Abel Yuusha Densetsu,"Action, Adventure, Fantasy, Shounen",TV,43,7.15,2104
239,2840,1046,Elf wo Karu Mono-tachi II,"Adventure, Comedy, Fantasy",TV,12,7.15,8004
240,2841,16982,Hayate no Gotoku! Cuties,"Comedy, Harem, Parody, Romance, Shounen",TV,12,7.15,24044
241,2842,2799,Hello! Sandybell,"Adventure, Romance, Shoujo",TV,47,7.15,2587
242,2843,1020,Honoo no Mirage: Minagiwa no Hangyakusha,"Action, Drama, Historical, Romance, Shoujo, Shounen Ai, Supernatural",OVA,3,7.15,6006
